objectid,filename,Pager Identifier,Page number,Stope Book Name,Stope Book number,Volume number,Sill number,subject,Level & Floor,title,description,map_type,county,location,latitude,longitude,geomethod,datum,date,creator,identifier,scanned,optimized,map_width_inches,map_length_inches,relations_defined,relations_defined_staff,map_scale,township,range,section,format
2345,2345.jpg,108,108,ELM ORLU,V-29,1,ALL LEVELS,BADGER STATE; BLACK ROCK,BADGER STATE 2200-1; BLACK ROCK 2000-8,BADGER STATE 2200-1; BLACK ROCK 2000-8,BADGER STATE 2200-1; BLACK ROCK 2000-8,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2346,2346.jpg,109,109,ELM ORLU,V-29,1,ALL LEVELS,BADGER STATE; BLACK ROCK,BADGER STATE 2200 SILL; BLACK ROCK 2000-7,BADGER STATE 2200 SILL; BLACK ROCK 2000-7,BADGER STATE 2200 SILL; BLACK ROCK 2000-7,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2347,2347.jpg,110,110,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2000-6,BLACK ROCK 2000-6,BLACK ROCK 2000-6,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2348,2348.jpg,111,111,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2000-5,BLACK ROCK 2000-5,BLACK ROCK 2000-5,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2349,2349.jpg,112,112,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2000-4,BLACK ROCK 2000-4,BLACK ROCK 2000-4,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2350,2350.jpg,113,113,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2000-3,BLACK ROCK 2000-3,BLACK ROCK 2000-3,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2351,2351.jpg,114,114,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2000-2,BLACK ROCK 2000-2,BLACK ROCK 2000-2,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2352,2352.jpg,115,115,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2000-1,BLACK ROCK 2000-1,BLACK ROCK 2000-1,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2353,2353.jpg,116,116,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2000 SILL,BLACK ROCK 2000 SILL,BLACK ROCK 2000 SILL,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1923,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2354,2354.jpg,117,117,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-18,BLACK ROCK 2200-18,BLACK ROCK 2200-18,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2355,2355.jpg,118,118,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-17,BLACK ROCK 2200-17,BLACK ROCK 2200-17,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2356,2356.jpg,119,119,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-16,BLACK ROCK 2200-16,BLACK ROCK 2200-16,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2357,2357.jpg,120,120,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-15,BLACK ROCK 2200-15,BLACK ROCK 2200-15,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2358,2358.jpg,121,121,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-14,BLACK ROCK 2200-14,BLACK ROCK 2200-14,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2359,2359.jpg,122,122,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-13; ELM ORLU 2200 SILL,BLACK ROCK 2200-13; ELM ORLU 2200 SILL,BLACK ROCK 2200-13; ELM ORLU 2200 SILL,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2360,2360.jpg,123,123,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-12,BLACK ROCK 2200-12,BLACK ROCK 2200-12,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2361,2361.jpg,124,124,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-11,BLACK ROCK 2200-11,BLACK ROCK 2200-11,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2362,2362.jpg,125,125,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-10,BLACK ROCK 2200-10,BLACK ROCK 2200-10,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2363,2363.jpg,126,126,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-9,BLACK ROCK 2200-9,BLACK ROCK 2200-9,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2364,2364.jpg,127,127,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-8,BLACK ROCK 2200-8,BLACK ROCK 2200-8,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2365,2365.jpg,128,128,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-7,BLACK ROCK 2200-7,BLACK ROCK 2200-7,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2366,2366.jpg,129,129,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-6,BLACK ROCK 2200-6,BLACK ROCK 2200-6,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2367,2367.jpg,130,130,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-5,BLACK ROCK 2200-5,BLACK ROCK 2200-5,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2368,2368.jpg,131,131,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-4,BLACK ROCK 2200-4,BLACK ROCK 2200-4,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2369,2369.jpg,132,132,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2200-3,BLACK ROCK 2200-3,BLACK ROCK 2200-3,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2370,2370.jpg,133,133,ELM ORLU,V-29,1,ALL LEVELS,BADGER STATE; BLACK ROCK,BADGER STATE 2400-2; BLACK ROCK 2400-2,BADGER STATE 2400-2; BLACK ROCK 2400-2,BADGER STATE 2400-2; BLACK ROCK 2400-2,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2371,2371.jpg,134,134,ELM ORLU,V-29,1,ALL LEVELS,BADGER STATE; BLACK ROCK,BADGER STATE 2400-1; BLACK ROCK 2400-1,BADGER STATE 2400-1; BLACK ROCK 2400-1,BADGER STATE 2400-1; BLACK ROCK 2400-1,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2372,2372.jpg,135,135,ELM ORLU,V-29,1,ALL LEVELS,BADGER STATE; BLACK ROCK; ELM ORLU,BADGER STATE 2400 SILL; BLACK ROCK 2200 SILL; ELM ORLU 2300 SILL,BADGER STATE 2400 SILL; BLACK ROCK 2200 SILL; ELM ORLU 2300 SILL,BADGER STATE 2400 SILL; BLACK ROCK 2200 SILL; ELM ORLU 2300 SILL,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1922,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2373,2373.jpg,136,136,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-18,BLACK ROCK 2300-18,BLACK ROCK 2300-18,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2374,2374.jpg,137,137,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-17,BLACK ROCK 2300-17,BLACK ROCK 2300-17,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2375,2375.jpg,138,138,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-16,BLACK ROCK 2300-16,BLACK ROCK 2300-16,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2376,2376.jpg,139,139,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-15,BLACK ROCK 2300-15,BLACK ROCK 2300-15,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2377,2377.jpg,140,140,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-14,BLACK ROCK 2300-14,BLACK ROCK 2300-14,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2378,2378.jpg,141,141,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-13,BLACK ROCK 2300-13,BLACK ROCK 2300-13,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2379,2379.jpg,142,142,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-12,BLACK ROCK 2300-12,BLACK ROCK 2300-12,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2380,2380.jpg,143,143,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-11,BLACK ROCK 2300-11,BLACK ROCK 2300-11,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2381,2381.jpg,144,144,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-10,BLACK ROCK 2300-10,BLACK ROCK 2300-10,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2382,2382.jpg,145,145,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-9,BLACK ROCK 2300-9,BLACK ROCK 2300-9,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2383,2383.jpg,146,146,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-8,BLACK ROCK 2300-8,BLACK ROCK 2300-8,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2384,2384.jpg,147,147,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-7,BLACK ROCK 2300-7,BLACK ROCK 2300-7,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2385,2385.jpg,148,148,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-6,BLACK ROCK 2300-6,BLACK ROCK 2300-6,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2386,2386.jpg,149,149,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-5,BLACK ROCK 2300-5,BLACK ROCK 2300-5,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2387,2387.jpg,150,150,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK,BLACK ROCK 2300-4,BLACK ROCK 2300-4,BLACK ROCK 2300-4,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2388,2388.jpg,151,151,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2300-3; ELM ORLU 2500-10,BLACK ROCK 2300-3; ELM ORLU 2500-10,BLACK ROCK 2300-3; ELM ORLU 2500-10,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2389,2389.jpg,152,152,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2300-2; ELM ORLU 2500-9,BLACK ROCK 2300-2; ELM ORLU 2500-9,BLACK ROCK 2300-2; ELM ORLU 2500-9,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2390,2390.jpg,153,153,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2300-1; ELM ORLU 2500-8,BLACK ROCK 2300-1; ELM ORLU 2500-8,BLACK ROCK 2300-1; ELM ORLU 2500-8,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2391,2391.jpg,154,154,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2300 SILL; ELM ORLU 2500-7,BLACK ROCK 2300 SILL; ELM ORLU 2500-7,BLACK ROCK 2300 SILL; ELM ORLU 2500-7,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2392,2392.jpg,155,155,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-18; ELM ORLU 2500-6,BLACK ROCK 2500-18; ELM ORLU 2500-6,BLACK ROCK 2500-18; ELM ORLU 2500-6,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2393,2393.jpg,156,156,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-17; ELM ORLU 2500-5,BLACK ROCK 2500-17; ELM ORLU 2500-5,BLACK ROCK 2500-17; ELM ORLU 2500-5,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2394,2394.jpg,157,157,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-16; ELM ORLU 2500-4,BLACK ROCK 2500-16; ELM ORLU 2500-4,BLACK ROCK 2500-16; ELM ORLU 2500-4,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2395,2395.jpg,158,158,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-15; ELM ORLU 2500-3,BLACK ROCK 2500-15; ELM ORLU 2500-3,BLACK ROCK 2500-15; ELM ORLU 2500-3,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2396,2396.jpg,159,159,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-14; ELM ORLU 2500-2,BLACK ROCK 2500-14; ELM ORLU 2500-2,BLACK ROCK 2500-14; ELM ORLU 2500-2,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2397,2397.jpg,160,160,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-13; ELM ORLU 2500-1,BLACK ROCK 2500-13; ELM ORLU 2500-1,BLACK ROCK 2500-13; ELM ORLU 2500-1,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2398,2398.jpg,161,161,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-12; ELM ORLU 2500 SILL,BLACK ROCK 2500-12; ELM ORLU 2500 SILL,BLACK ROCK 2500-12; ELM ORLU 2500 SILL,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2399,2399.jpg,162,162,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-11; ELM ORLU 2800-26,BLACK ROCK 2500-11; ELM ORLU 2800-26,BLACK ROCK 2500-11; ELM ORLU 2800-26,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2400,2400.jpg,163,163,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-10; ELM ORLU 2800-25,BLACK ROCK 2500-10; ELM ORLU 2800-25,BLACK ROCK 2500-10; ELM ORLU 2800-25,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2401,2401.jpg,164,164,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-9; ELM ORLU 2800-24,BLACK ROCK 2500-9; ELM ORLU 2800-24,BLACK ROCK 2500-9; ELM ORLU 2800-24,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2402,2402.jpg,165,165,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-8; ELM ORLU 2800-23,BLACK ROCK 2500-8; ELM ORLU 2800-23,BLACK ROCK 2500-8; ELM ORLU 2800-23,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2403,2403.jpg,166,166,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-7; ELM ORLU 2800-22,BLACK ROCK 2500-7; ELM ORLU 2800-22,BLACK ROCK 2500-7; ELM ORLU 2800-22,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2404,2404.jpg,167,167,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-6; ELM ORLU 2800-21,BLACK ROCK 2500-6; ELM ORLU 2800-21,BLACK ROCK 2500-6; ELM ORLU 2800-21,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2405,2405.jpg,168,168,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-5; ELM ORLU 2800-20,BLACK ROCK 2500-5; ELM ORLU 2800-20,BLACK ROCK 2500-5; ELM ORLU 2800-20,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2406,2406.jpg,169,169,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-4; ELM ORLU 2800-19,BLACK ROCK 2500-4; ELM ORLU 2800-19,BLACK ROCK 2500-4; ELM ORLU 2800-19,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2407,2407.jpg,170,170,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-3; ELM ORLU 2800-18,BLACK ROCK 2500-3; ELM ORLU 2800-18,BLACK ROCK 2500-3; ELM ORLU 2800-18,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2408,2408.jpg,171,171,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-2; ELM ORLU 2800-17,BLACK ROCK 2500-2; ELM ORLU 2800-17,BLACK ROCK 2500-2; ELM ORLU 2800-17,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
2409,2409.jpg,172,172,ELM ORLU,V-29,1,ALL LEVELS,BLACK ROCK; ELM ORLU,BLACK ROCK 2500-1; ELM ORLU 2800-16,BLACK ROCK 2500-1; ELM ORLU 2800-16,BLACK ROCK 2500-1; ELM ORLU 2800-16,Underground Workings,Silver Bow,Butte*,46.024491,-112.549907,Google Earth,WGS84,1/1/1924,Anaconda Copper Mining Company,Digital Copy Only,1,1,53.5,19,NO,,"1"" = 50'",03N,07W,6,
